ratingId,tmdbId,title,genres_str,genre_list,avg_rating,num_ratings
2997,492,Being John Malkovich,Fantasy|Drama|Comedy,"['Fantasy', 'Drama', 'Comedy']",3.82,767
1258,694,The Shining,Horror|Thriller,"['Horror', 'Thriller']",3.99,825
586,771,Home Alone,Comedy|Family,"['Comedy', 'Family']",3.14,796
111,103,Taxi Driver,Crime|Drama,"['Crime', 'Drama']",4.04,707
5418,2501,The Bourne Identity,Action|Drama|Mystery|Thriller,"['Action', 'Drama', 'Mystery', 'Thriller']",3.8,850
924,62,2001: A Space Odyssey,Science Fiction|Mystery|Adventure,"['Science Fiction', 'Mystery', 'Adventure']",3.97,774
778,627,Trainspotting,Drama|Crime,"['Drama', 'Crime']",3.94,758
587,251,Ghost,Fantasy|Drama|Thriller|Mystery|Romance,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",3.3,660
7438,393,Kill Bill: Vol. 2,Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",3.75,851
10,710,GoldenEye,Adventure|Action|Thriller,"['Adventure', 'Action', 'Thriller']",3.34,658
1073,252,Willy Wonka & the Chocolate Factory,Family|Fantasy,"['Family', 'Fantasy']",3.68,690
5989,640,Catch Me If You Can,Drama|Crime,"['Drama', 'Crime']",3.8,828
3996,146,"Crouching Tiger, Hidden Dragon",Adventure|Drama|Action|Romance,"['Adventure', 'Drama', 'Action', 'Romance']",3.82,801
1732,115,The Big Lebowski,Comedy|Crime,"['Comedy', 'Crime']",3.92,789
1961,380,Rain Man,Drama,['Drama'],3.83,794
349,9331,Clear and Present Danger,Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",3.54,515
1617,2118,L.A. Confidential,Crime|Drama|Mystery|Thriller,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.04,747
253,628,Interview with the Vampire,Horror|Romance,"['Horror', 'Romance']",3.49,642
208,9804,Waterworld,Adventure|Action,"['Adventure', 'Action']",2.79,646
60069,10681,WALL·E,Animation|Family,"['Animation', 'Family']",3.88,693
4878,141,Donnie Darko,Fantasy|Drama|Mystery,"['Fantasy', 'Drama', 'Mystery']",3.84,717
912,289,Casablanca,Drama|Romance,"['Drama', 'Romance']",4.09,644
750,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama|Comedy|War,"['Drama', 'Comedy', 'War']",4.15,647
357,712,Four Weddings and a Funeral,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.5,579
3114,863,Toy Story 2,Animation|Comedy|Family,"['Animation', 'Comedy', 'Family']",3.76,747
1208,28,Apocalypse Now,Drama|War,"['Drama', 'War']",4.09,730
39,9603,Clueless,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.31,619
4896,671,Harry Potter and the Philosopher's Stone,Adventure|Fantasy|Family,"['Adventure', 'Fantasy', 'Family']",3.58,796
44191,752,V for Vendetta,Action|Thriller|Fantasy,"['Action', 'Thriller', 'Fantasy']",3.88,756
59315,1726,Iron Man,Action|Science Fiction|Adventure,"['Action', 'Science Fiction', 'Adventure']",3.74,729
48516,1422,The Departed,Drama|Thriller|Crime,"['Drama', 'Thriller', 'Crime']",4.04,679
1923,544,There's Something About Mary,Romance|Comedy,"['Romance', 'Comedy']",3.42,752
68954,14160,Up,Animation|Comedy|Family|Adventure,"['Animation', 'Comedy', 'Family', 'Adventure']",3.84,602
4011,107,Snatch,Thriller|Crime,"['Thriller', 'Crime']",3.99,741
4022,8358,Cast Away,Adventure|Drama,"['Adventure', 'Drama']",3.67,792
1246,207,Dead Poets Society,Drama,['Drama'],3.79,725
2683,817,Austin Powers: The Spy Who Shagged Me,Adventure|Comedy|Crime|Science Fiction,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",3.13,735
2706,2105,American Pie,Comedy|Romance,"['Comedy', 'Romance']",3.19,759
292,6950,Outbreak,Action|Drama|Science Fiction|Thriller,"['Action', 'Drama', 'Science Fiction', 'Thriller']",3.2,535
919,630,The Wizard of Oz,Adventure|Family|Fantasy,"['Adventure', 'Family', 'Fantasy']",3.89,701
329,193,Star Trek: Generations,Science Fiction|Action|Adventure|Thriller,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",3.16,458
72998,19995,Avatar,Action|Adventure|Fantasy|Science Fiction,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",3.59,637
2115,87,Indiana Jones and the Temple of Doom,Adventure|Action,"['Adventure', 'Action']",3.63,781
1387,578,Jaws,Horror|Thriller|Adventure,"['Horror', 'Thriller', 'Adventure']",3.79,762
454,37233,The Firm,Drama|Mystery|Thriller,"['Drama', 'Mystery', 'Thriller']",3.43,478
2396,1934,Shakespeare in Love,Romance|History,"['Romance', 'History']",3.65,625
223,2292,Clerks,Comedy,['Comedy'],3.72,635
2291,162,Edward Scissorhands,Fantasy|Drama|Romance,"['Fantasy', 'Drama', 'Romance']",3.69,739
4027,134,"O Brother, Where Art Thou?",Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",3.83,715
1517,816,Austin Powers: International Man of Mystery,Science Fiction|Comedy|Crime,"['Science Fiction', 'Comedy', 'Crime']",3.37,728
1784,2898,As Good as It Gets,Comedy|Romance,"['Comedy', 'Romance']",3.7,691
434,9350,Cliffhanger,Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",2.95,455
68157,16869,Inglourious Basterds,Drama|Action|Thriller|War,"['Drama', 'Action', 'Thriller', 'War']",3.94,630
1307,639,When Harry Met Sally...,Comedy|Romance|Drama,"['Comedy', 'Romance', 'Drama']",3.71,618
6365,604,The Matrix Reloaded,Adventure|Action|Thriller|Science Fiction,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",3.33,748
185,1642,The Net,Crime|Drama|Mystery|Thriller|Action,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",2.78,480
2011,165,Back to the Future Part II,Adventure|Comedy|Family|Science Fiction,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",3.47,757
1393,9390,Jerry Maguire,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.44,671
2502,1542,Office Space,Comedy|Crime,"['Comedy', 'Crime']",3.85,680
48780,1124,The Prestige,Drama|Mystery|Thriller,"['Drama', 'Mystery', 'Thriller']",3.98,656
5618,129,Spirited Away,Fantasy|Adventure|Animation|Family,"['Fantasy', 'Adventure', 'Animation', 'Family']",4.15,556
1259,235,Stand by Me,Crime|Drama,"['Crime', 'Drama']",3.91,626
1917,95,Armageddon,Action|Thriller|Science Fiction|Adventure,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",2.97,716
109487,157336,Interstellar,Adventure|Drama|Science Fiction,"['Adventure', 'Drama', 'Science Fiction']",3.99,520
8368,673,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|Family,"['Adventure', 'Fantasy', 'Family']",3.7,681
2355,9487,A Bug's Life,Adventure|Animation|Comedy|Family,"['Adventure', 'Animation', 'Comedy', 'Family']",3.45,644
2916,861,Total Recall,Action|Adventure|Science Fiction,"['Action', 'Adventure', 'Science Fiction']",3.52,751
161,8963,Crimson Tide,Action|Thriller|Drama,"['Action', 'Thriller', 'Drama']",3.58,445
21,8012,Get Shorty,Comedy|Thriller|Crime,"['Comedy', 'Thriller', 'Crime']",3.42,504
32587,187,Sin City,Action|Thriller|Crime,"['Action', 'Thriller', 'Crime']",3.74,719
1610,1669,The Hunt for Red October,Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",3.84,630
1219,539,Psycho,Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']",4.03,625
3949,641,Requiem for a Dream,Crime|Drama,"['Crime', 'Drama']",3.93,643
5816,672,Harry Potter and the Chamber of Secrets,Adventure|Fantasy|Family,"['Adventure', 'Fantasy', 'Family']",3.53,702
1653,782,Gattaca,Thriller|Science Fiction|Mystery|Romance,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",3.78,659
2012,196,Back to the Future Part III,Adventure|Comedy|Family|Science Fiction,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",3.25,709
1584,686,Contact,Drama|Science Fiction|Mystery,"['Drama', 'Science Fiction', 'Mystery']",3.67,681
19,9273,Ace Ventura: When Nature Calls,Crime|Comedy|Adventure,"['Crime', 'Comedy', 'Adventure']",2.62,608
1225,279,Amadeus,Drama|History|Music,"['Drama', 'History', 'Music']",4.02,558
5378,1894,Star Wars: Episode II - Attack of the Clones,Adventure|Action|Science Fiction,"['Adventure', 'Action', 'Science Fiction']",3.06,739
2174,4011,Beetlejuice,Fantasy|Comedy,"['Fantasy', 'Comedy']",3.51,676
8636,558,Spider-Man 2,Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",3.39,722
99114,68718,Django Unchained,Drama|Western,"['Drama', 'Western']",3.91,528
95,9208,Broken Arrow,Action|Adventure|Drama|Thriller,"['Action', 'Adventure', 'Drama', 'Thriller']",2.87,475
2791,813,Airplane!,Comedy,['Comedy'],3.77,637
54286,2503,The Bourne Ultimatum,Action|Drama|Mystery|Thriller,"['Action', 'Drama', 'Mystery', 'Thriller']",3.82,581
1220,525,The Blues Brothers,Music|Comedy|Action|Crime,"['Music', 'Comedy', 'Action', 'Crime']",3.72,624
49272,36557,Casino Royale,Adventure|Action|Thriller,"['Adventure', 'Action', 'Thriller']",3.81,636
1101,744,Top Gun,Action|Romance|War,"['Action', 'Romance', 'War']",3.37,665
2797,2280,Big,Fantasy|Drama|Comedy|Romance|Family,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",3.6,619
6711,153,Lost in Translation,Drama,['Drama'],3.73,637
8360,809,Shrek 2,Adventure|Animation|Comedy|Family|Fantasy,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",3.43,660
1573,754,Face/Off,Action|Crime|Science Fiction|Thriller,"['Action', 'Crime', 'Science Fiction', 'Thriller']",3.27,705
8665,2502,The Bourne Supremacy,Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",3.74,663
25,451,Leaving Las Vegas,Drama|Romance,"['Drama', 'Romance']",3.67,431
3948,1597,Meet the Parents,Comedy|Romance,"['Comedy', 'Romance']",3.32,676
6333,36658,X2,Adventure|Action|Science Fiction|Thriller,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",3.55,687
91529,49026,The Dark Knight Rises,Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",3.95,551
508,9800,Philadelphia,Drama,['Drama'],3.62,512
6016,598,City of God,Drama|Crime,"['Drama', 'Crime']",4.13,501
3897,786,Almost Famous,Drama|Music,"['Drama', 'Music']",3.78,596
48394,1417,Pan's Labyrinth,Fantasy|Drama|War,"['Fantasy', 'Drama', 'War']",3.93,541
17,4584,Sense and Sensibility,Drama|Romance,"['Drama', 'Romance']",3.8,353
8874,747,Shaun of the Dead,Horror|Comedy,"['Horror', 'Comedy']",3.84,620
2710,2667,The Blair Witch Project,Horror|Mystery,"['Horror', 'Mystery']",2.77,563
36,687,Dead Man Walking,Drama,['Drama'],3.77,389
2542,100,"Lock, Stock and Two Smoking Barrels",Comedy|Crime,"['Comedy', 'Crime']",3.95,597
1356,199,Star Trek: First Contact,Science Fiction|Action|Adventure|Thriller,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",3.54,491
104,9614,Happy Gilmore,Comedy,['Comedy'],3.26,544
50872,2062,Ratatouille,Animation|Comedy|Family|Fantasy,"['Animation', 'Comedy', 'Family', 'Fantasy']",3.68,537
788,9327,The Nutty Professor,Fantasy|Comedy|Romance|Science Fiction,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",2.59,541
63082,12405,Slumdog Millionaire,Drama|Romance,"['Drama', 'Romance']",3.81,506
46578,773,Little Miss Sunshine,Comedy|Drama,"['Comedy', 'Drama']",3.8,576
2692,104,Run Lola Run,Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",3.88,537
74458,11324,Shutter Island,Drama|Thriller|Mystery,"['Drama', 'Thriller', 'Mystery']",3.78,530
40815,674,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Family,"['Adventure', 'Fantasy', 'Family']",3.67,584
1485,1624,Liar Liar,Comedy,['Comedy'],3.14,640
51662,1271,300,Action|Adventure|War,"['Action', 'Adventure', 'War']",3.52,612
3751,7443,Chicken Run,Animation|Comedy|Family,"['Animation', 'Comedy', 'Family']",3.43,563
33493,1895,Star Wars: Episode III - Revenge of the Sith,Science Fiction|Adventure|Action,"['Science Fiction', 'Adventure', 'Action']",3.38,642
1625,2649,The Game,Drama|Thriller|Mystery,"['Drama', 'Thriller', 'Mystery']",3.76,621
55820,6977,No Country for Old Men,Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",4.01,557
16,524,Casino,Drama|Crime,"['Drama', 'Crime']",3.81,540
3623,955,Mission: Impossible II,Adventure|Action|Thriller,"['Adventure', 'Action', 'Thriller']",2.87,629
56367,7326,Juno,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.75,559
62,2054,Mr. Holland's Opus,Music|Drama|Family,"['Music', 'Drama', 'Family']",3.55,338
5218,425,Ice Age,Animation|Comedy|Family|Adventure,"['Animation', 'Comedy', 'Family', 'Adventure']",3.42,624
1201,429,"The Good, the Bad and the Ugly",Western,['Western'],4.05,547
3408,462,Erin Brockovich,Drama,['Drama'],3.48,585
6934,605,The Matrix Revolutions,Adventure|Action|Thriller|Science Fiction,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",3.14,621
70286,17654,District 9,Science Fiction,['Science Fiction'],3.75,553
594,408,Snow White and the Seven Dwarfs,Fantasy|Animation|Family,"['Fantasy', 'Animation', 'Family']",3.51,444
3977,4327,Charlie's Angels,Action|Adventure|Comedy|Crime|Thriller,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2.63,595
1391,75,Mars Attacks!,Comedy|Fantasy|Science Fiction,"['Comedy', 'Fantasy', 'Science Fiction']",2.91,590
2700,9473,"South Park: Bigger, Longer & Uncut",Animation|Comedy|Music,"['Animation', 'Comedy', 'Music']",3.56,568
89745,24428,The Avengers,Science Fiction|Action|Adventure,"['Science Fiction', 'Action', 'Adventure']",3.69,519
1127,2756,The Abyss,Adventure|Action|Thriller|Science Fiction,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",3.7,545
7147,587,Big Fish,Adventure|Fantasy|Drama,"['Adventure', 'Fantasy', 'Drama']",3.72,583
8644,2048,"I, Robot",Action|Science Fiction,"['Action', 'Science Fiction']",3.4,615
1676,563,Starship Troopers,Adventure|Action|Thriller|Science Fiction,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",3.3,622
337,1587,What's Eating Gilbert Grape,Romance|Drama,"['Romance', 'Drama']",3.65,431
3052,1832,Dogma,Fantasy|Comedy|Adventure,"['Fantasy', 'Comedy', 'Adventure']",3.6,601
5995,423,The Pianist,Drama|War,"['Drama', 'War']",3.96,506
11,9087,The American President,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.48,383
4034,1900,Traffic,Thriller|Drama|Crime,"['Thriller', 'Drama', 'Crime']",3.64,561
3481,243,High Fidelity,Comedy|Drama|Romance|Music,"['Comedy', 'Drama', 'Romance', 'Music']",3.68,554
1954,1366,Rocky,Drama,['Drama'],3.73,605
1090,792,Platoon,Drama|War|Action,"['Drama', 'War', 'Action']",3.86,559
3527,106,Predator,Science Fiction|Action|Adventure|Thriller,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",3.71,607
1407,4232,Scream,Crime|Horror|Mystery,"['Crime', 'Horror', 'Mystery']",3.18,567
1203,389,12 Angry Men,Drama,['Drama'],4.25,455
3994,9741,Unbreakable,Science Fiction|Thriller|Drama,"['Science Fiction', 'Thriller', 'Drama']",3.47,633
1370,1573,Die Hard 2,Action|Thriller,"['Action', 'Thriller']",3.42,623
134130,286217,The Martian,Drama|Adventure|Science Fiction,"['Drama', 'Adventure', 'Science Fiction']",4.02,428
69122,18785,The Hangover,Comedy,['Comedy'],3.5,520
2268,881,A Few Good Men,Drama,['Drama'],3.73,531
6502,170,28 Days Later,Horror|Thriller|Science Fiction,"['Horror', 'Thriller', 'Science Fiction']",3.73,559
1230,703,Annie Hall,Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3.88,429
112852,118340,Guardians of the Galaxy,Action|Science Fiction|Adventure,"['Action', 'Science Fiction', 'Adventure']",3.89,483
353,9495,The Crow,Fantasy|Action|Thriller,"['Fantasy', 'Action', 'Thriller']",3.51,489
1380,621,Grease,Romance,['Romance'],3.37,519
2712,345,Eyes Wide Shut,Mystery|Drama,"['Mystery', 'Drama']",3.23,502
68358,13475,Star Trek,Science Fiction|Action|Adventure,"['Science Fiction', 'Action', 'Adventure']",3.72,501
45722,58,Pirates of the Caribbean: Dead Man's Chest,Adventure|Fantasy|Action,"['Adventure', 'Fantasy', 'Action']",3.34,552
509,713,The Piano,Drama|Romance,"['Drama', 'Romance']",3.61,325
1207,595,To Kill a Mockingbird,Crime|Drama,"['Crime', 'Drama']",4.03,455
2194,117,The Untouchables,Crime|Drama|History|Thriller,"['Crime', 'Drama', 'History', 'Thriller']",3.84,559
1544,330,The Lost World: Jurassic Park,Adventure|Action|Science Fiction,"['Adventure', 'Action', 'Science Fiction']",2.87,580
4979,9428,The Royal Tenenbaums,Comedy|Drama,"['Comedy', 'Drama']",3.68,530
1374,154,Star Trek II: The Wrath of Khan,Action|Adventure|Science Fiction|Thriller,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",3.7,464
7143,616,The Last Samurai,Drama|Action|War|History,"['Drama', 'Action', 'War', 'History']",3.61,584
266,4476,Legends of the Fall,Adventure|Drama|Romance|War,"['Adventure', 'Drama', 'Romance', 'War']",3.38,331
317,11395,The Santa Clause,Fantasy|Drama|Comedy|Family,"['Fantasy', 'Drama', 'Comedy', 'Family']",2.92,373
106782,106646,The Wolf of Wall Street,Crime|Drama|Comedy,"['Crime', 'Drama', 'Comedy']",3.79,437
1234,9277,The Sting,Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",4.08,452
7254,1954,The Butterfly Effect,Science Fiction|Thriller,"['Science Fiction', 'Thriller']",3.49,542
1278,3034,Young Frankenstein,Comedy|Science Fiction,"['Comedy', 'Science Fiction']",3.94,471
235,522,Ed Wood,Comedy|Drama|History,"['Comedy', 'Drama', 'History']",3.66,387
116797,205596,The Imitation Game,History|Drama|Thriller|War,"['History', 'Drama', 'Thriller', 'War']",3.84,380
1199,68,Brazil,Comedy|Science Fiction,"['Comedy', 'Science Fiction']",3.94,455
2353,9798,Enemy of the State,Action|Drama|Thriller,"['Action', 'Drama', 'Thriller']",3.5,558
786,9268,Eraser,Action|Drama|Mystery|Thriller,"['Action', 'Drama', 'Mystery', 'Thriller']",2.91,406
953,1585,It's a Wonderful Life,Drama|Family|Fantasy,"['Drama', 'Family', 'Fantasy']",4.03,476
